Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-01 00:00:00-05:00,41.88797653787389,42.0970787602291,41.553891948540226,42.05381774902344,103544800,0.0,0.0
2019-03-04 00:00:00-05:00,42.22686696375114,42.721984737350134,41.813466874304716,42.265323638916016,109744800,0.0,0.0
2019-03-05 00:00:00-05:00,42.28694792358111,42.301368257789306,41.95045756652714,42.18840408325195,78949600,0.0,0.0
2019-03-06 00:00:00-05:00,41.98171047847571,42.178798189224324,41.80625693977225,41.94565963745117,83241600,0.0,0.0
2019-03-07 00:00:00-05:00,41.789435915098245,41.926436462723046,41.34479292884226,41.46015930175781,99185600,0.0,0.0
2019-03-08 00:00:00-05:00,40.93619446181018,41.59715342099859,40.73910675724927,41.55869674682617,95997600,0.0,0.0
2019-03-11 00:00:00-04:00,42.178799999993096,43.051263397116294,42.145151324448825,42.99838638305664,128044000,0.0,0.0
2019-03-12 00:00:00-04:00,43.26277665252657,43.904507399447326,43.1113557606648,43.48149490356445,129870400,0.0,0.0
2019-03-13 00:00:00-04:00,43.80355760971511,44.05592451873047,43.483893347286404,43.673770904541016,124130000,0.0,0.0
2019-03-14 00:00:00-04:00,44.20012244788542,44.24819511963781,43.87805608475208,44.159263610839844,94318000,0.0,0.0
2019-03-15 00:00:00-04:00,44.42846337246805,45.02452718478486,44.16167614048492,44.73370361328125,156171600,0.0,0.0
2019-03-18 00:00:00-04:00,44.656794185305394,45.27929650770663,44.6543883508812,45.19036865234375,104879200,0.0,0.0
2019-03-19 00:00:00-04:00,45.26968128844437,45.42350431714266,44.68563201230083,44.832244873046875,126585600,0.0,0.0
2019-03-20 00:00:00-04:00,44.76013936354535,45.54367850752609,44.399616297521405,45.22401428222656,124140800,0.0,0.0
2019-03-21 00:00:00-04:00,45.67106701627568,47.18766692624019,45.62059216895832,46.88963317871094,204136800,0.0,0.0
2019-03-22 00:00:00-04:00,46.94971929974659,47.514540273337175,45.85372969496958,45.91862487792969,169630800,0.0,0.0
2019-03-25 00:00:00-04:00,46.0291857613745,46.14214996228488,44.84907623818949,45.36342239379883,175381200,0.0,0.0
2019-03-26 00:00:00-04:00,46.06524195582555,46.358467721996206,44.363572378639276,44.89474105834961,199202000,0.0,0.0
2019-03-27 00:00:00-04:00,45.3658202965291,45.608571180225,44.837053853049014,45.29852294921875,119393600,0.0,0.0
2019-03-28 00:00:00-04:00,45.413891240885725,45.560504111077876,45.07259648857936,45.358612060546875,83121600,0.0,0.0
2019-03-29 00:00:00-04:00,45.6253951687844,45.6854823451115,45.315343285175665,45.65423583984375,94256000,0.0,0.0
2019-04-01 00:00:00-04:00,46.06043246277983,46.070044798726144,45.276896889364146,45.96429443359375,111448000,0.0,0.0
2019-04-02 00:00:00-04:00,45.928234105910256,46.738211752325164,45.91862177118121,46.6324577331543,91062800,0.0,0.0
2019-04-03 00:00:00-04:00,46.44738797912869,47.22852128278804,46.42335164127477,46.95212173461914,93087200,0.0,0.0
2019-04-04 00:00:00-04:00,46.817524137534974,47.19727554372807,46.420950228515075,47.03384017944336,76457200,0.0,0.0
2019-04-05 00:00:00-04:00,47.216505133363405,47.37273400123551,47.091522772551805,47.348697662353516,74106400,0.0,0.0
2019-04-08 00:00:00-04:00,47.20930280671312,48.12503099179223,47.190074465899755,48.093788146972656,103526800,0.0,0.0
2019-04-09 00:00:00-04:00,48.14665741317049,48.7547393821642,47.88467452078381,47.94956970214844,143072800,0.0,0.0
2019-04-10 00:00:00-04:00,47.752476761567856,48.247598151828484,47.63230241457285,48.218753814697266,86781200,0.0,0.0
2019-04-11 00:00:00-04:00,48.27403608202829,48.31008691872699,47.69479485620265,47.8173713684082,83603200,0.0,0.0
2019-04-12 00:00:00-04:00,47.8774569850814,48.10338533419675,47.158816769091345,47.79814147949219,111042800,0.0,0.0
