Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-01 00:00:00-05:00,25.918993958106867,26.201778485154932,25.812948917699476,25.90131950378418,45771500,0.0,0.0
2019-03-04 00:00:00-05:00,25.918991116659942,26.10456949564611,25.42411824857775,25.653881072998047,56893200,0.0,0.0
2019-03-05 00:00:00-05:00,25.64504503733766,25.795274518527854,25.362260528162853,25.69806671142578,39932500,0.0,0.0
2019-03-06 00:00:00-05:00,25.6362085658152,25.768763597704044,25.450630172747875,25.485979080200195,41672000,0.0,0.0
2019-03-07 00:00:00-05:00,25.33575085264086,25.37993530362158,24.973432960906948,25.229705810546875,53908600,0.0,0.0
2019-03-08 00:00:00-05:00,24.796686856885806,25.33574581644694,24.752502414687992,25.318071365356445,40860700,0.0,0.0
2019-03-11 00:00:00-04:00,25.362261963174475,25.6803937112319,25.362261963174475,25.574350357055664,40709300,0.0,0.0
2019-03-12 00:00:00-04:00,25.627372034143782,25.73341707384874,25.530164221541632,25.574350357055664,34450000,0.0,0.0
2019-03-13 00:00:00-04:00,25.67155404474737,26.07805802520574,25.60969514643445,25.883644104003906,54683300,0.0,0.0
2019-03-14 00:00:00-04:00,25.901315680226595,26.192937391386746,25.839456784757544,26.033870697021484,45219100,0.0,0.0
2019-03-15 00:00:00-04:00,26.01619458874718,26.166424037956894,25.857127914815923,25.892475128173828,82346200,0.0,0.0
2019-03-18 00:00:00-04:00,25.963175481264475,26.475722800136058,25.9189910359679,26.352005004882812,58568600,0.0,0.0
2019-03-19 00:00:00-04:00,26.519915707682888,26.63479630612693,26.10457608496492,26.2017822265625,55455100,0.0,0.0
2019-03-20 00:00:00-04:00,26.175266170778038,26.21061339076387,25.273889306503428,25.309236526489258,81689900,0.0,0.0
2019-03-21 00:00:00-04:00,25.141332891563046,25.27388790885463,24.779015057719413,24.902732849121094,77444400,0.0,0.0
2019-03-22 00:00:00-04:00,24.664132909538214,24.805525153309365,23.603689395726075,23.86880111694336,118851600,0.0,0.0
2019-03-25 00:00:00-04:00,23.780433427387084,24.195772983147766,23.515323359544727,23.71857452392578,65568000,0.0,0.0
2019-03-26 00:00:00-04:00,23.992521993804747,24.169263164008207,23.75392191968869,24.045543670654297,59878500,0.0,0.0
2019-03-27 00:00:00-04:00,23.939498188859837,24.186935468043067,23.815780392032504,23.886476516723633,57621700,0.0,0.0
2019-03-28 00:00:00-04:00,24.03670786046327,24.22228457012688,23.87764114616378,24.151588439941406,45872300,0.0,0.0
2019-03-29 00:00:00-04:00,24.34600446740305,24.460886742275967,24.12507883090927,24.3813533782959,83446300,0.0,0.0
2019-04-01 00:00:00-04:00,24.655296478143455,25.39760662462765,24.611112032614287,25.220867156982422,91751100,0.0,0.0
2019-04-02 00:00:00-04:00,25.159007006417653,25.512489318847656,25.05296366111152,25.512489318847656,66694000,0.0,0.0
2019-04-03 00:00:00-04:00,25.689230241465,25.839459727080005,25.362261275174433,25.485979080200195,63110600,0.0,0.0
2019-04-04 00:00:00-04:00,25.49481578394714,25.90131809813592,25.485978557265383,25.759925842285156,53712100,0.0,0.0
2019-04-05 00:00:00-04:00,25.910155093306887,26.06922180109987,25.609696130926494,25.69806671142578,46383400,0.0,0.0
2019-04-08 00:00:00-04:00,25.530160164397422,25.804109104463464,25.51248739852901,25.777597427368164,35272800,0.0,0.0
2019-04-09 00:00:00-04:00,25.62736870390079,25.68922760005323,25.39760588567136,25.530160903930664,40535300,0.0,0.0
2019-04-10 00:00:00-04:00,25.539002377405026,25.759928006423287,25.406447337099827,25.689231872558594,42669700,0.0,0.0
2019-04-11 00:00:00-04:00,25.84829859513635,26.060386996730422,25.618535738693904,25.689231872558594,50440100,0.0,0.0
2019-04-12 00:00:00-04:00,26.122245409882694,26.705488924634718,26.122245409882694,26.661304473876953,100192000,0.0,0.0
2019-04-15 00:00:00-04:00,26.59944323662335,26.63479045702491,26.21061369903455,26.369680404663086,57438800,0.0,0.0
2019-04-16 00:00:00-04:00,25.892480056811227,26.555256867332286,25.62737000681424,26.405027389526367,105168400,0.0,0.0
2019-04-17 00:00:00-04:00,26.360846935720094,26.617121483657982,26.03387625137328,26.537588119506836,94831600,0.0,0.0
2019-04-18 00:00:00-04:00,26.46689198309791,26.652468709098024,26.352009707977874,26.537588119506836,61796600,0.0,0.0
2019-04-22 00:00:00-04:00,26.44921254800844,26.599442020284744,26.316657527889,26.555255889892578,34763400,0.0,0.0
2019-04-23 00:00:00-04:00,26.502238968601237,26.696652920583457,26.44038006049457,26.572935104370117,41889700,0.0,0.0
2019-04-24 00:00:00-04:00,26.46688675479809,26.661300670135674,26.378516180361547,26.528745651245117,40078100,0.0,0.0
2019-04-25 00:00:00-04:00,26.43153856096877,26.79385640891761,26.42270133473483,26.581768035888672,43243800,0.0,0.0
2019-04-26 00:00:00-04:00,26.66130300962107,26.855716942018155,26.555257973886235,26.820369720458984,40627500,0.0,0.0
2019-04-29 00:00:00-04:00,26.891063654653717,27.54500321265573,26.87338920255213,27.1915225982666,68408600,0.0,0.0
2019-04-30 00:00:00-04:00,27.21803261482295,27.288728737762938,26.873389226181576,27.023618698120117,47764200,0.0,0.0
2019-05-01 00:00:00-04:00,27.005943312954038,27.29756502069709,26.67013716197325,26.740833282470703,56161000,0.0,0.0
2019-05-02 00:00:00-04:00,26.740838234970294,27.005948314552967,26.64363041920988,26.952926635742188,40634100,0.0,0.0
2019-05-03 00:00:00-04:00,27.09431576731563,27.21803356539926,26.952923516497602,27.138500213623047,35256100,0.0,0.0
2019-05-06 00:00:00-04:00,26.608280852019103,27.050132069432753,26.572931945572268,26.92641258239746,39882000,0.0,0.0
2019-05-07 00:00:00-04:00,26.652466581382285,26.661303808419014,26.184103661607896,26.440378189086914,58528400,0.0,0.0
2019-05-08 00:00:00-04:00,26.27247261256976,26.608280476966847,26.2194509391755,26.334331512451172,39903400,0.0,0.0
2019-05-09 00:00:00-04:00,25.9985260560261,26.316659476289146,25.87480825282543,26.254798889160156,44173500,0.0,0.0
2019-05-10 00:00:00-04:00,26.03387044259197,26.25479603026717,25.79527208890439,26.139915466308594,59649900,0.0,0.0
2019-05-13 00:00:00-04:00,25.592015943746496,25.627364842237625,24.787847043884057,24.964588165283203,72547000,0.0,0.0
2019-05-14 00:00:00-04:00,25.061802101409018,25.61853390505444,24.929245385062742,25.29156494140625,52216100,0.0,0.0
2019-05-15 00:00:00-04:00,24.832035055299475,25.176678414154434,24.752501713174734,24.99993896484375,51973200,0.0,0.0
2019-05-16 00:00:00-04:00,25.150170534764424,25.47714117791539,25.123660540406664,25.265052795410156,42791500,0.0,0.0
2019-05-17 00:00:00-04:00,24.964590072156206,25.309233431128398,24.938078396262817,25.097145080566406,43772500,0.0,0.0
2019-05-20 00:00:00-04:00,25.097145080566406,25.203190098611593,24.95575284685841,25.097145080566406,41717600,0.0,0.0
2019-05-21 00:00:00-04:00,25.247377135966328,25.406443836628046,25.14133379254422,25.353422164916992,39258700,0.0,0.0
